question,answer
Bagaimana cara mengatasi benjolan pada bayi saya dok? Sudah mulai ganti susu tetap saja susah bab dan benjolan semakin besar. Bayi saya usia 9 bulan. Mohon bantuannya,"Alo Firda, Terimakasih atas pertanyaan anda di Alodokter. Benjolan pada anus disebut juga sebagai hemoroid atau ambeien merupakan melebarnya pembuluh darah akibat tekanan pada feses atau luka akibat diare. Selain wasir benjolan dapat disebabkan oleh prolapse rectal yaitu keadaan dimana usus turun melalui lubang anus yang dapat terjadi pada anak usia di bawah 4 tahun. Untuk menentukan diagnosis pasti perlu dilakukan adanya pemeriksaan wawancara, pemeriksaan fisisk dan penunjang. Namun untuk penyebab adanya benjolan di anus bayi dan di sertai adanya Bab yang susah, dapat mengarah ke ambein yang disebabkan karena konstipasi atau kesulitan buang air besar. Kesulitan buang air besar pada anak-anak atau bayi dapat di epngaruhi oleh pola makan yang salah. Bayi yang sudah mengkonsumsi MP-ASI harus benar-benar di perhatika kandungan isi dari makananya, misalnya di imbangi dengan serat sayur, buah, dan konsumsi air yang cukup. Karena apabila tidak terpenuhi dengan baik, maka kan menimbulkan gejal bab keras dan muncul ambeien. Ada beberapa tips yang dapat dilakukan, untuk mengurangi gejala susah bab, diantaranya : berikan anak makanan yang kaya serat penuhi kebutuhan air putuh pada anak mengajak anak aktif bergerak merendam daerah anus dengan air hangat 2x sehari Umumnya gejala ambeien pada anak akn hilang dalam waktu kurang lebih seminggu apabila sudah di berikan perawatan di rumah, namun ika tidak menghilang maka segra periksakan anak anda ke dokter anak. Semoga Bermanfaat. Sehat Selalu ðŸ˜Š"
"Halo dok, ini mengenai Ibu saya. Beliau mengalami penyakit wasir. Awalnya gatal biasa dok, yang masih ringan gitu. Tapi kata ibu saya lama-kelamaan sudah keluar wasirnya. Lalu sama ibu saya sudah diminumi obat Venaron. Katanya sudah mulai mereda sakitnya, ini sebaiknya gimana dok? Terimakasih","Halo Fanisa, Terima kasih telah bertanya di Alodokter. Saya akan coba jelaskan sedikit. Wasir atau ambeyen atau hemoroid adalah suatu penyakit yang diakibatkan oleh pelebaran pembuluh darah di daerah anus. Wasir biasanya disebabkan oleh sering menahan BAB, kurang nya konsumsi air putih sehingga tinja menjadi keras, sulit BAB, kurang aktifitas dan olahraga. Gejala yang dirasakan berupa : Nyeri saat BAB Sulit saat BAB BAB disertai darah. Keluar benjolan saat BAB Penyakit wasir atau ambeyen mempunyai 4 stadium, stadium 1-2 dimana benjolan hanya terdapat dialam anus, sedangkan stadium 3-4 benjolan sudah berada di luar anus. Pengobatan untuk stadium 1-2 umunnya masih bisa dilakukan dengan perubahan pola makan dan gaya hidup, tetapi untuk stadium 3-4 harus dilakukan operasi. Untuk lebih memastikan wasir yang diderita termasuk ke stadium berapa, disarankan memeriksakan diri ke dokter spesialis bedah . Untuk penggunaan obat-obatan baik yang medis atau tradisional sebaiknya tetap atas sepengetahuan dokter. Beberapa hal yang dapat dilakukan dirumah : Perbanyak konsumsi air putih Perbanyak konsumsi buah dan sayur Jangan menahan BAB Hindari mengejan saat BAB Demikian penjelasan singkat dari saya, semoga membantu, terima kasih."
"Sore dokter,,saya Fitriah marhamah saya mau bertanya kepada dokter jadi begini sebelumnya saya belum pernah mengalami ambeien tpi beberapa hariini saya mengalami ambeien beberapa hari awal pada saat saya ambeien itu saya BAB tidak ada darah tapi ada rasa nyeri setelah beberapa hari keluar darah dok bebarengan itu gimana ya dok tolong kasih obat dan solusi alaminya dok,Terimah kasih dokter:)","Alo fitriah terima kasih sudah bertanya kepada Alodokter saya mengertikan kekahwatiran anda, sebelumya apakah anda yakin ini ambeien atau hanya konstipasi akibat BAB keras sehigga menimbulakn luka daerah anus sehingga saat anda BAB terasa nyeri dan keluarnya bercak darah untuk mematikannya harus dilakukan pemeriksaan langsung oleh dokter. sedangkan ambeien adalah kondisi di mana pembuluh darah vena di sekitar anus meradang atau bengkak. Kondisi juga sering disebut sebagai hemoroid atau lebih terkenalnya disebut sebagai  wasir . Ambeien dapat muncul di dalam rektum (saluran yang menghubungkan usus besar dengan anus) atau di sekitar anus (dubur). Biasanya penyakit ini disebabkan karena sering dan kelamaan mengejan saat BAB (buang air besar). Penyakit ini masih dibagi menjadidua jenis, yaitu: Internal hemorrhoid :Kondisi ini muncul di dalam saluran rektum Anda. Biasanya internal hemorrhoid tidak nyeri tapi menyebabkan  BAB berdarah . External hemorrhoidterletak di luar anus dan mungkin terasa gatal atau nyeri, terkadang bisa robek danberdarah. untuk mematikan penyebab dari keluhan anda , anda bisa segra berkonsultasi ke  dokter bedah  apalagi bila hal ini sudah sangat menggau keluarnya darah dan nyeri. sehingga dokter dapat melakukan pemeriksaan langsung dengan demikian dokter bida memberikan penangan dengan teapt seperti pengobatan atau  pemebedahan . sebenarnya beberapa kondisi dapat sembuh sendiri. Namun beberapa wasir dapat menyebabkan gejala yang membutuhkan terapi dan hanya dokter ahli nya yang bisa memberikannya untuk pengobatan dan biasanya si jalan yang diambil dengan melakuakn pembedahan tetapi sekarang anda penangan selain pemebedahan yang mungkin dokter yang memriksa anda bisa menyarankannya. tetapi untuk mengatasi ambeien anda atau untuk mencegah keparahannya saya bisa mengasi tipsnya dianataranya : hindarilah menahan BAB atau mengejan dengan keras konsumsilah makanan tinggi serat, Makanan yang merupakan sumber serat yaitu biji-bijian atau gandum utuh , kacangan-kacangan, buah, dan sayuran berdaun gelap. perbanyak konsumsi air putih minimal 2 liter sehari untuk melnacarakan BAB anda menjaga kebersihan anus anda berolahraga teratur,Anda dianjurkan berolahraga minimal 30 menit setiap harinya . anda bisa membaca artikel berikut : pencegahan wasir kapan wasir perlu dioperasi obat herbal wasir demikian info yang dapat saya berikan semoga dapat membantu anda terima kasih"
"Selamat malam dok, saya Punya anak umur 3th di bagian dubur ada kya daging kecil keluar, sering kali si anak merasa gatel ntah merasa ga nyaman sama daging kecil yg kluar itu, sering kali saya tengok tak masukin ke dlm dubur biar agak nyaman buat anak saya, itu gejala ambeien apa bukan dok..?? sebelumnya terima kasih udah mau jwb pertanyaan dari saya",Selamat sore. Terimakasih sudah bertanya ke Alodokter. Terkait dengan daging yang tampak muncul bisa terjadi beberapa hal seperti Ambeien biasanya disertai dengan bab darah yang terpisah Prolaps rectum biasanya hal ini terjadi bila sering mengedan dan benjolan melingkar bentuk cincin Infeksi biasanya berupa benjolan Hal ini sebaiknya diperiksakan sehingga diketahui penyebab pasti dari benjolan tersebut . Beberapaa cara yang bisa dilakukan adlaah Coba dilakukan kompres atau berendam dengan air hangat Hindari mengedan Makan yang lunak Banyak minum air sekitar 2 liter per hari Demikian informasi yang dapat kami sampaikan. Terimakasih
"sore dok, anak saya umur 3.5th awalnya saya tidak tau kalau anak saya kena ambeien. Taunya dubur gatal selisih gatal beberapa hari saya lihat kog ada benjolannya. Bab juga sulit sejak bayi. Trimakasih","Alo Evi, Terimakasih atas pertanyaannya. Meski bukan tidak mungkin, sangat jarang sesungguhnya  ambeien  terjadi pada anak berusia kurang dari 5 tahun. Akan tetapi, bila memang anak Anda memiliki faktor yang meningkatkan risikonya mengalami ambeien, contohnya bertubuh gemuk, sering mengalami konstipasi, mengalami diare atau batuk-batuk kronis, serta memiliki keturunan yang juga menderita ambeien, maka memang bisa saja ia pun mengalami ambeien. Tidak hanya ambeien, gatal dan benjolan di sekitar anus anak bisa pula muncul karena pencetus lain, contohnya abses anus, folikulitis, kutil kelamin, skabies, tinea cruris, tumor jinak atau ganas, skin tag, dermatitis kontak, gigitan serangga, dan sebagainya, Membedakan beragam kemungkinan penyebab gatal dan benjolan di anus ini tentu tidak cukup dilakukan hanya dengan konsultasi online seperti ini. Terlebih dulu, Anda perlu memeriksakan anak Anda ke dokter atau  dokter anak  agar dilakukan pemeriksaan fisik yang lebih komprehensif. Dengan begitu, bisa ditentukan, apakah benar yang dialaminya adalah ambeien, dan bila pun benar, maka seperti apa juga penanganan yang perlu dilakukan untuk mengatasinya. Sementara ini, yang bisa dilakukan ialah: Jangan sembarangan memencet atau menarik benjolan di anus anak Himbau anak agar tidak menggaruk anusnya, walau terasa gatal Tingkatkan kebersihan anus dan organ intim anak Cegah sulit BAB pada anak dengan banyak memberinya minum serta makan makanan berserat Himbau juga anak agar tidak gemar menahan BAB-nya Semoga membantu ya.."
"Selamat malam dok, saya mau bertanya. Waktu itu saya sudah menjalankan operasi untuk proses ambeien yg diderita oleh saya. Akan tetap ambeien saya sampai saat ini masih sakit dan masih keluar dok. Obat apa yang bisa saya konsumsi untuk meredahkan dan menyembuhkan ambeien saya inj. Terimakasih","Alo Marissa, terimakasih sudah bertanya ke alodokter. Perkenalkan saya dr.Rio akan menjawab pertanyaan anda. Hemoroid  sendiri adalah pembengkakan, atau pembesaran pembuluh darah pada usus besar bagian bawah atau sekitar anus. Penyakit ini biasa disebut dengan wasir, dan bisa menyerang semua umur, namun paling sering pada usia \u0026gt"
"Hallo dok, saya mau bertanya kalo underweghit (body mass index : 15.38) itu bagaimana penjelasan nya Dan Hemoroid Eksterna grade 1 apakah itu udh parah kah? Apakah ada obat semacam salep? dan apa nama salep nya. Terimakasih","Alo Karmilah, terimakasih sudah bertanya ke Alodokter. Perkenalkan saya dr Rio akan mencoba menjawab pertanyaan anda. Body mass Index  (BMI)atau indeks massa tubuh adalah salah satu cara untuk mengetahui rentang berat badan ideal anda yang bisa berkaitan dengan keadaan kesehatan anda. Pengukuran BMI ini didapatkan dengan cara berat badan (dalam kilogram) dibagi dengan tinggi badan (dalam meter) kuadrat. Dari hasil perhitungan tersebut, didapatkan interpretasinya yaitu: Berat badan kurang bila BMI \u0026lt"
"Dok saya sudah 2 hari bab kaya kotoran kambing dan susah keluarnya, kadang suka keluar lendir tp ada benjolan juga kecil di anus. Kalo benjolan sih udah lama da pas saya tanyakan ke dokter katanya wasir. Jd apakah bab kecil itu pengaruh dari wasir atau gimana? Terimakasih","Terima kasih Saudara Rifhal telah bertanya di Alodokter Saya akan coba menjawab pertanyaanya. Keluhan BAB seperti kotoran kambing dan sulit keluar, serta ada bejolan didaerah anus, dapat disebabkan oleh beberapa penyakit seperti: Ambeyen atau wasir  : adalah suatu penonjolan pembuluh darah pada daerah anus, yang diakibatkan oleh sering mengejan saat BAB, tinja yang keras dan sulit keluar. Gejala yang dirasakan berupa sulit saat BAB, BAB harus mengejan, keluar darah saat BAB, terdapat bejolan pada daerah anus. Kanker kolon  : adalah suatu penyakit kanker yang menyerang sistem saluran cerna bagian bawah, khususnya usus besar bagian kolon. Gejala yang ditumbulkan berupa, nyeri perut, perut terasa kembung, keluar darah dari anus, penurunan berat badan secara drastis. Disentri  : adalah suatu penyakit yang menyerang saluran pencernaan akibat dari infeksi bakteri. Gejala yang dirasakan berupa nyeri perut, perut terasa mulas, BAB cair dengan disertai lendir atau darah, kadang terdapat mual. Untuk mengetahui secara pasti penyakit yang dialami, harus dilakukan pemeriksaan lebih lanjut. Untuk itu disarankan memeriksakan diri ke dokter. Nantinya dokter akan menkaji lebih lanjut tentang keluhan yang dialami, melakukan pemeriksaan fisik, atau bahkan pemeriksaan tambahan seperti pemeriksaan  rontgen . Perlu diawasi apabila terdapat gejala seperti keluar darah yang banyak saat BAB, badan terasa lemas, berkeringat banyak, penurunan berat badan secara cepat. Segera bawa ke fasilitas rumah sakit terdekat untuk mendapat penanganan yang lebih lanjut. Beberapa Hal yang dapat dilakukan dirumah adalah : Perbanyak konsumsi air putih Hindari makanan yang pedas dan berminyak Hindari mengejan saat BAB Olahraga yang teratur Demikian penjelasan singkat dari saya, semoga dapat membantu. Terima kasih."
"sayaa sudah hari senin anus saya sakit dan di bagian anus saya seperti benjolan dan jika malam hari selalu panas dingin,apa itu ambeyeun dok ? dan obatya apa ya?","Selamat malam, terima kasih telah bertanya di Alodokter. Keluhan anus terasa nyeri dan terasa seperti ada benjolan memang merupakan gejala yang bisa ditemui pada ambeien atau hemorrhoid, namun belum tentu ini yang Anda alami. Sebab untuk gejala lain yang Anda alami, yakni panas dingin di malam hari, ini bukan merupakan gejala yang umum ditemui pada penderita ambeien. Dan untuk gejala nyeri dan benjolan itu pun tetap bisa ditemui di kondisi lain, seperti penumpukan nanah pada area anus, adanya pertumbuhan jaringan abnormal, infeksi bakteri dan virus, serta masih banyak lagi kemungkinan lainnya tergantung dari hasil pemeriksaan. Sehingga saran kami, sebaiknya Anda periksakan kondisi Anda ke dokter umum, atau boleh langsung ke  dokter bedah  untuk dipastikan diagnosisnya melalui serangkaian penggalian riwayat dan pengamatan langsung. Bila memang ternyata ambeien, dokter akan menilai pada derajat berapa ambeien yang Anda miliki. Bila termasuk derajat yang sudah tinggi, penangannnya harus dengan tindakan, bisa operasi,laser atau plester, tidak bisa hanya dengan obat. Sementara belum dipastikan, hindari perburukan dengan mengonsumsi sayur dan buah, perbanyak konsumsi cairan, hindari mengangkat benda berat, jangan mengejan terlalu kuat ketika buang air besar, dan segera periksakan diri Anda ke dokter. Sekian, semoga menjawab pertanyaan Anda."
Dok Saya Ingin bertanya . Kalo dubur keluar benjolan dan berdarah Tapi darahnya banyak ( Sampai Netes2 di lantai ) ini Kenapa ya ? Gejala penyakit apa ?,"Alo Denny, Terimakasih atas pertanyaannya. Keluarnya benjolan dan darah menetes dari anus paling sering menandakan  wasir , yakni membengkaknya pembuluh darah vena di anus atau rektum bagian bawah. Wasir biasanya rentan dialami oleh orang yang kerap mengalami konstipasi, diare kronis, batuk atau muntah berulang, orang bertubuh gemuk, serta orang yang memiliki keturunan juga menderita wasir. Tergantung derajat keparahannya, wasir bisa ditangani dengan beragam prosedur, ada yang cukup dengan diberikan obat, dilakukan pembedahan, atau juga modalitas terapi lainnya. Selain wasir, benjolan dan darah menetes dari anus mungkin pula muncul karena pencetus lain, misalnya abses anus, prolapsus rekti, folikulitis, kutil kelamin, sifilis, kanker anus, kanker kolorektal, polip, dan sebagainya. Tidak semua kondisi-kondisi di atas bisa terdeteksi hanya dengan konsultasi online seperti ini. Karenanya, supaya kondisi Anda bisa diberikan penanganan yang terbaik, Anda perlu periksakan langsung diri Anda ke dokter atau  dokter bedah  terdekat. Bila perlu, nantinya dokter bisa menganjurkan Anda untuk menjalani pemeriksaan biopsi, anuskopi, dan sebagainya. Sementara ini, sebaiknya Anda jangan dulu panik berlebihan. Jangan juga sembarangan menarik atau menekan paksa benjolan yang muncul di anus Anda. Pastikan Anda selalu menjaga kebersihan anus Anda dengan baik, jangan melakukan seks anal, jangan gemar menahan buang air besar, perbanyak minum air putih, perbanyak juga makan buah dan sayur yang kaya serat, serta jaga juga berat badan ideal Anda. Semoga membantu."
"Selamat siang Dok, Saya pernah mengalami pendarahan saat BAB, ada sedikit benjolan setelah BAB berdarah (namun hilang beberapa hari setelah itu), dan juga kembung serta sedikit sakit dan kram pada perut pada bagian tengah perut. Sewaktu sakit dan kembung, saya merasa kurang enak badan (seperti merasa kedinginan padahal cuaca diluar sedang panas).  Kemudian saya membaca tulisan di Aladokter ini tentang radang usus, gejalanya hampir2 mirip dengan yang saya rasakan, tapi saya masih ragu karena saat ini perut saya agak sedikit sakit jika hanya ditekan. Saya ingin tanya, kira2 saya hanya wasir atau sudah masuk gejala radang usus besar ya dok? Lalu bagaimana saya mengatasinya agar BAB saya tidak berdarah dan benjolannya hilang, dok? Apakah dengan gaya dan pola hidup yg sehat dapat menyembuhkannya? Makanan apa saja yang bisa menyembuhkan wasir/radang usus itu ya, dok?","Alo Habibatul, Terima kasih atas pertanyaannya. Keluhan  benjolan pada anus  disertai BAB berdarah dapat disebabkan oleh: wasir/ hemorrhoid prolaps rektum abses anus fisura ani Radang usus memang dapat menyebabkan keluhan BAB berdarah tetapi umumnya tidak disertai dengan benjolan pada anus. Oleh karena itu, kemungkinan gejala Anda tidak disebabkan oleh radang usus. Walaupun demikian, langkah paling tepat saat ini adalah memeriksakan diri secara langsung ke dokter agar dokter dapat melakukan pemeriksaan langsung pada Anda untuk memastikan penyebabnya. Tanpa pemeriksaan dokter, maka sulit untuk memastikan penyebab dari gejala yang Anda alami. Setelah penyebabnya diketahui, dokter baru dapat memberikan penanganan yang sesuai untuk Anda. Untuk saat ini, Anda dianjurkan untuk mengkonsumsi makanan tinggi serat (seperti sayuran, buah, kacang-kacangan), perbanyak konsumsi air putih setidaknya 2-3 liter per hari, tetap aktif bergerak, hindari kebiasaan mengabaikan panggilan BAB, dan mengelola stres dengan baik untuk mencegah konstipasi karena konstipasi merupakan salah satu pemicu wasir. Silakan juga menjaga agar area bookng tetap bersih dan kering. Semoga membantu."
